Title,Author,Edition,date,Reviews 1,Ratings 1 1,Genre,BookCategory,Price
A Search in Secret Egypt,Paul Brunton,Paperback,24 Nov 2015,5,4,Middle Eastern History,Action & Adventure,1028
Between the Assassinations,Aravind Adiga,Paperback,16 Dec 2015,3.7,8,Action & Adventure (Books),Action & Adventure,279
The Amazing Spider-Man: War of the Reptile Men,Gerry Conway,Paperback,3 Sep 2012,5,1,Comics & Mangas (Books),Comics & Mangas,437.78
Plays: Ivanov/The Seagull/Uncle Vanya/Three Sisters/The Cherry Orchard (Penguin Classics),Anton Chekhov,Paperback,25 Jul 2002,5,3,Theater,"Arts, Film & Photography",118
"Maa, I've Become a Collector: My Journey from Crushing Rural Poverty to the Corridors of Power",Rajesh Patil,Paperback,"Import, 25 Apr 2019",4.5,4,Biographies & Autobiographies (Books),"Biographies, Diaries & True Accounts",221
Zen Pencils--Creative Struggle: Illustrated Advice from Masters of Creativity,Gavin Aung Than,Paperback,16 Jan 2018,4.2,3,Visual Arts,Humour,699
Jahangir Khan 555: The Untold Story Behind Squash's Invincible Champion and Sport's Greatest Unbeaten Run,Rod Gilmour,Paperback,"Illustrated, 1 Nov 2016",4,1,Biographies & Autobiographies (Books),Sports,908
Essentials of Strength Training and Conditioning,"G.Gregory Haff, N. Travis Triplett",Hardcover,16 Nov 2015,4.5,2,Healthy Living & Wellness (Books),Sports,7132
"Empires of Light: Edison, Tesla, Westinghouse, and the Race to Electrify the World",Jill Jonnes,Paperback,12 Oct 2004,4,1,Engineering & Technology (Books),"Biographies, Diaries & True Accounts",720
One-Punch Man - Vol. 5,One,Paperback,5 Jul 2016,5,3,Mangas,Comics & Mangas,425
Our Impossible Love,Durjoy Datta,Paperback,15 Jan 2016,4.1,899,Romance (Books),Romance,121
Looking for Alaska,John Green,Paperback,1 Feb 2013,4.3,570,Romance (Books),Romance,198
"Vanara: The Legend of Baali, Sugreeva and Tara",Anand Neelakantan,Paperback,19 Nov 2018,4,94,Religious & Spiritual Fiction (Books),Romance,200
Detective,Arthur Hailey,Paperback,"Import, 2 Feb 1998",4.2,38,Action & Adventure (Books),Action & Adventure,223
If You Go Down to the Woods: A powerful and gripping debut thriller which will send you on an emotional rollercoaster!,Seth C. Adams,Paperback,"Import, 26 Jul 2018",5,1,Action & Adventure (Books),Action & Adventure,260
Body Goddess: The Complete Guide on Yoga for Women,Payal Gidwani Tiwari,Paperback,18 Jun 2015,4.1,62,Action & Adventure (Books),Action & Adventure,175
Hitman Anders and the Meaning of it All,Jonas Jonasson,Paperback,30 Apr 2016,3.7,6,Action & Adventure (Books),Action & Adventure,307
You Don’t Own Me,Mary Higgins Clark,Paperback,6 Nov 2018,4,3,"Crime, Thriller & Mystery (Books)","Crime, Thriller & Mystery",407
Understanding Comics,Scott McCloud,Paperback,27 Apr 1994,3.8,5,Design,"Arts, Film & Photography",1358
The Language Instinct: How the Mind Creates Language (Harper Perennial Modern Classics),Steven Pinker,Paperback,4 Sep 2007,3.9,10,Communications,"Language, Linguistics & Writing",824.25
Core JAVA Interview Questions You'll Most Likely Be Asked: 8 (Job Interview Questions),Vibrant Publishers,Paperback,1 May 2017,4.2,8,Design Pattern Programming,"Computing, Internet & Digital Media",499
Seneca : Letters from a Stoic (The Penguin Classics L210),Seneca,Paperback,26 Aug 2004,4.1,36,Ethics,"Biographies, Diaries & True Accounts",243
Breaking News: The Remaking of Journalism and Why It Matters Now,Alan Rusbridger,Paperback,"Import, 6 Sep 2018",4,1,Media Studies,Politics,559
Legacy: 15 Lessons in Leadership,James Kerr,Paperback,28 Feb 2018,4.5,6,Rugby (Books),Sports,300
Spoken English & Effective Communication (With 2 CDs): Mind Power Spoken English Institute,"PhD Prof Sharad Srivastava, ICWA Dr Amita Singhvi, MS Dr Archana Bapna, Ph D Dr Anil Bapna",Paperback,2015,2.8,38,Language Learning & Teaching (Books),"Language, Linguistics & Writing",349
It Ends With Us: A Novel,Colleen Hoover,Paperback,5 Aug 2016,4.5,54,Romance (Books),"Crime, Thriller & Mystery",399
Babylon's Ark: The Incredible Wartime Rescue of the Baghdad Zoo,Lawrence Anthony,Paperback,8 Jul 2008,5,1,Environmental Studies,Sports,899
"Zurich International Chess Tournament, 1953",David Bronstein,Paperback,24 Jun 2013,3.8,7,Games & Quizzes (Books),Humour,779
The Scandal: Theodore Boone 6,John Grisham,Paperback,3 Jun 2016,3.8,19,"Crime, Thriller & Mystery (Books)","Crime, Thriller & Mystery",109
Literally Me,Julie Houts,Hardcover,24 Oct 2017,5,1,Comics & Graphic Novels (Books),Comics & Mangas,449
Dennis the Menace #1: The Classic Comicbooks,"Al Wiseman, Owen Fitzgerald, Fred Toole, Hank Ketcham",Hardcover,24 Nov 2015,5,5,Children's Humour (Books),Humour,1128
Me against the Mumbai Underworld,Isaque Bagwan,Paperback,"Import, 6 Jul 2018",4.1,35,True Accounts (Books),"Biographies, Diaries & True Accounts",170
Oxford Collocation Dictionary,Dictionary,Paperback,25 May 2009,4.2,33,Dictionaries,"Language, Linguistics & Writing",600
"Splunk 7 Essentials, Third Edition: Demystify machine data by leveraging datasets, building reports, and sharing powerful insights, 3rd Edition","J-P Contreras, Steven Koelpin, Erickson Delgado, Elizabeth P Sigman",Paperback,"Import, 29 Mar 2018",5,1,Software & Business Applications (Books),"Computing, Internet & Digital Media",899
Drawing: A Complete Guide (Art of Drawing),Giovanni Civardi,Paperback,10 Mar 2010,5,1,"Handicrafts, Decorative Arts & Crafts (Books)","Arts, Film & Photography",856
An Indian Pilgrim: An Unfinished Autobiography,Bose Subhas Chandra,Paperback,1 Jun 1997,4.5,16,Linguistics (Books),"Language, Linguistics & Writing",481.61
Pashmina,Nidhi Chanani,Paperback,19 Apr 2018,4,10,Comics,Comics & Mangas,279
"K2, The Savage Mountain: The Classic True Story Of Disaster And Survival On The World's Second-Highest Mountain","Charles S. Houston, Robert H. Bates, Jim Wickwire",Paperback,13 Dec 2008,4,1,Climbing & Mountaineering (Books),Sports,889
Essential English Grammar with Answers,Raymond Murphy,Paperback,12 Jan 2000,4.4,871,Exam Preparation (Books),"Language, Linguistics & Writing",173
Invincible Compendium Volume 2,Robert Kirkman,Paperback,27 Aug 2013,5,1,Comics,Comics & Mangas,4276
NYPD Red 2,James Patterson,Hardcover,5 Jun 2014,3.5,8,Contemporary Fiction (Books),"Crime, Thriller & Mystery",500
Heart and Brain: Gut Instincts: An Awkward Yeti Collection,Nick Seluk,Paperback,18 Oct 2016,5,8,Comics & Graphic Novels (Books),Humour,825
The Years of Loving You,Ella Harper,Paperback,"Import, 19 Jan 2016",4.5,2,Romance (Books),Romance,596
My Book Of Simple Sentences (Kumon Workbooks),Kumon Publishing,Paperback,1 Jan 2005,2,2,Children's & Young Adult (Books),"Language, Linguistics & Writing",490
Roger Federer and Rafael Nadal: The Lives and Careers of Two Tennis Legends,Sebastián Fest,Hardcover,23 Aug 2016,1,1,Action & Adventure (Books),Action & Adventure,499
Struts 2: Design and Programming,Budi Kurniawan,Paperback,30 Sep 2009,4.8,6,Networks & System Administration (Books),"Computing, Internet & Digital Media",228
Durbar,Tavleen Singh,Paperback,15 Nov 2013,4.4,111,Biographies & Autobiographies (Books),"Biographies, Diaries & True Accounts",399
The Apocalypse Watch,Robert Ludlum,Paperback,19 Aug 2004,4,1,"Crime, Thriller & Mystery (Books)","Crime, Thriller & Mystery",164
The Art of God of War,"Sony Interactive Entertainment, Santa Monica Studios",Hardcover,24 Apr 2018,5,2,"Arts History, Theory & Criticism (Books)",Humour,2533
Daytripper,"Gabriel Ba, Fabio Moon",Paperback,8 Feb 2011,4.5,12,"Arts History, Theory & Criticism (Books)","Arts, Film & Photography",1720
The New High Intensity Training: The Best Muscle-Building System You've Never Tried,Ellington Darden Ph.D.,Paperback,1 Oct 2004,4,1,Healthy Living & Wellness (Books),Sports,1497
Jigs and Fixtures,P. H Joshi,Hardcover,1 Jul 2017,5,3,Computer Science Books,"Computing, Internet & Digital Media",350
Acoustic Guitar Playing: Grade 1 (RGT Guitar Lessons),"Tony Skinner, Laurence Harwood",Paperback,1 Mar 2008,5,3,Music Books,"Arts, Film & Photography",1298
Why Not Me?,Mindy Kaling,Paperback,21 Oct 2016,4.4,25,Biographies & Autobiographies (Books),"Arts, Film & Photography",294
"All Yours, Stranger",Novoneel Chakraborty,Paperback,10 Jul 2015,4.4,356,Contemporary Fiction (Books),"Crime, Thriller & Mystery",106
Content Inc.: How Entrepreneurs Use Content to Build Massive Audiences and Create Radically Successful Businesses,Joe Pulizzi,Hardcover,8 Sep 2015,4.5,2,Business Communication,"Computing, Internet & Digital Media",1575
Shikari Shambu's Escapades (Tinkle),Luis Fernandes,Paperback,2010,3.8,8,Comics & Graphic Novels (Books),Comics & Mangas,110
John Thompson's Easiest Piano Course: Part 1 - Book Only,John Thompson,Paperback,1 Jul 2005,4.6,15,Music Books,"Arts, Film & Photography",417
First Steps in Music Theory: Grades 1-5,Eric Taylor,Paperback,15 Jul 1999,5,1,Music Books,"Arts, Film & Photography",483
Introducing Feminism: A Graphic Guide,Cathia Jenainati,Paperback,6 May 2010,4.5,4,Society & Culture (Books),Comics & Mangas,185
Room: Film tie-in,Emma Donoghue,Paperback,"Import, 24 Sep 2015",4.2,24,Action & Adventure (Books),Action & Adventure,249
A Dictionary of Science (Oxford Quick Reference),Jonathan Law,Paperback,23 Mar 2017,4.7,22,Astronomy & Astrophysics,"Language, Linguistics & Writing",389
At the Close of Play,Ricky Ponting,Paperback,5 Jun 2014,4.8,8,Biographies & Autobiographies (Books),Sports,1023
Girl in the Woods: A Memoir,Aspen Matis,Paperback,"Import, 14 Jun 2016",4,1,Writing Guides (Books),"Language, Linguistics & Writing",638
"So, Anyway…",John Cleese,Paperback,2 Jul 2015,4.1,3,Cinema & Broadcast (Books),Humour,410
Airframe,Michael Crichton,Mass Market Paperback,23 Oct 1997,4.7,8,Action & Adventure (Books),Action & Adventure,209
Inspiring Thoughts (Inspiring Thoughts Quotation Series),A.P.J. Abdul Kalam,Hardcover,1 Jan 2007,4.2,154,True Accounts (Books),"Biographies, Diaries & True Accounts",158
Fish!: A remarkable way to boost morale and improve results,Stephen C. Lundin,Paperback,8 May 2014,4.4,87,Action & Adventure (Books),Action & Adventure,140
10 Judgements That Changed India,Zia Mody,Hardcover,1 Sep 2013,4.3,113,Historical Fiction (Books),"Biographies, Diaries & True Accounts",299
"From Twinkle, with Love",Sandhya Menon,Paperback,31 May 2018,3.7,9,Romance (Books),Romance,255
Drone Warrior: An Elite Soldier's Inside Account of the Hunt for America's Most Dangerous Enemies,Brett Velicovich,Hardcover,6 Aug 2017,3.5,2,Political Structure & Processes (Books),Politics,324
"Dying to be Me: My Journey from Cancer, to Near Death, to True Healing",Anita Moorjani,Paperback,31 Mar 2012,4.5,249,True Accounts (Books),"Biographies, Diaries & True Accounts",243
Key Words 2a: We have fun,Ladybird,Hardcover,2 Aug 2009,4.8,14,"Language, Linguistics & Writing (Books)","Language, Linguistics & Writing",57
"Badalte Gaon, Badalta Dehat (बदलता गाँव, बदलता देहात): Nayi Samajikta ka Uday (नयी सामाजिकता का उदय)",Satendra Kumar (सतेंद्र कुमार),Paperback,21 Sep 2018,4,1,Government (Books),Politics,261
Wedding Night,Sophie Kinsella,Paperback,27 Feb 2014,4.2,13,Action & Adventure (Books),Action & Adventure,146.7
The Secret Servant (Gabriel Allon),Daniel Silva,Paperback,24 Jun 2008,5,2,Contemporary Fiction (Books),"Crime, Thriller & Mystery",659
Siddhartha: An Indian Tale (Pocket Classics),Hermann Hesse,Paperback,24 Nov 2017,4.2,27,Biographies & Autobiographies (Books),"Biographies, Diaries & True Accounts",69
Last Argument of Kings (The First Law Trilogy),Joe Abercrombie,Paperback,8 Sep 2015,5,1,Action & Adventure (Books),Action & Adventure,553
I Me Mine: The Extended Edition,George Harrison,Hardcover,21 Feb 2017,5,1,Music Books,Humour,2870
Hot Water (Everyman's Library P G WODEHOUSE),P.G. Wodehouse,Hardcover,13 Feb 2003,4.5,5,Contemporary Fiction (Books),Humour,224
Tell Me a Story,Ravinder Singh,Paperback,1 Aug 2017,3.8,179,Romance (Books),Romance,129
"Dragon Ball (3-in-1 Edition), Vol. 3: Includes vols. 7, 8 & 9",Akira Toriyama,Paperback,3 Dec 2013,5,3,Mangas,Comics & Mangas,655.18
The Little Book of Hygge (Penguin Life),Meik Wiking,Hardcover,22 Oct 2016,3.8,24,Design & Fashion (Books),"Arts, Film & Photography",409
Naked In Death,J. D. Robb,Paperback,4 Nov 2010,3.6,13,Romance (Books),Romance,377
Range: How Generalists Triumph in a Specialized World,David Epstein,Paperback,30 May 2019,4,1,Sports Training & Coaching (Books),Sports,541
The Great Indian Conspiracy,Dr. Praveen Tiwari,Paperback,18 Mar 2019,4.8,6,Action & Adventure (Books),Action & Adventure,321
It's My Girlfriend's Wedding,Sahil Rajput,Paperback,May 2018,4.4,20,Indian Writing (Books),Romance,99
The Friend Zone: the most hilarious and heartbreaking romantic comedy of 2019,Abby Jimenez,Paperback,"Import, 11 Jun 2019",5,1,Romance (Books),Romance,319
India Misinformed: The True Story,P. Sinha,Paperback,"Import, 10 Apr 2019",4,13,Politics (Books),Politics,247
I Am Malala: The Girl Who Stood Up for Education and was Shot by the Taliban,Malala Yousafzai,Paperback,9 Oct 2014,4.6,366,Gender Studies,"Biographies, Diaries & True Accounts",299
Swami Vivekananda: The Living Vedanta,Chaturvedi Badrinath,Paperback,26 Aug 2015,4.1,22,Biographies & Autobiographies (Books),"Biographies, Diaries & True Accounts",315
ServiceNow Application Development,Sagar Gupta,Paperback,"Import, 25 Sep 2017",5,3,Networks & System Administration (Books),"Computing, Internet & Digital Media",1100
Why Mummy Swears,Gill Sims,Hardcover,25 Aug 2018,5,1,Contemporary Fiction (Books),Humour,373
The Smile that Wins (Wodehouse Pick Me Up),P.G. Wodehouse,Mass Market Paperback,10 Jan 2018,5,1,"Crime, Thriller & Mystery (Books)","Crime, Thriller & Mystery",98
The Daylight War: Book Three of The Demon Cycle,Peter V. Brett,Mass Market Paperback,24 Sep 2013,5,1,Action & Adventure (Books),Action & Adventure,399
The Fiddler in the Subway: The Story of the World-Class Violinist Who Played for Handouts. . . And Other Virtuoso Performances by America's Foremost Feature Writer,Gene Weingarten,Paperback,6 Jul 2010,5,1,Journalism Books,Humour,1143
THE VELVET GLOVES,Balakrishna Kamath,Paperback,2018,4.5,29,"Crime, Thriller & Mystery (Books)","Crime, Thriller & Mystery",300
Joy In The Morning (Everyman's Library P G WODEHOUSE),P.G. Wodehouse,Hardcover,14 Mar 2002,4.6,12,Contemporary Fiction (Books),Humour,723
Heretic : Why Islam Needs a Reformation Now,Ayaan Hirsi Ali,Hardcover,24 May 2015,4.3,30,Middle Eastern History,Politics,455
The Mindfulness Colouring Book: Anti-stress Art Therapy for Busy People,Emma Farrarons,Paperback,"Import, 1 Jan 2015",4.2,35,"Handicrafts, Decorative Arts & Crafts (Books)","Arts, Film & Photography",303.69
Disney Pixar Cars 3 The Essential Guide,Steve Bynghall,Hardcover,2 Jun 2017,4,1,Car Racing (Books),Action & Adventure,499
Black Hole,Charles Burns,Hardcover,6 Oct 2005,4.5,5,Comics,Comics & Mangas,799
Harry Potter and the Chamber of Secrets – Slytherin Edition,J.K. Rowling,Hardcover,28 Jun 2018,4.4,12,Action & Adventure (Books),Action & Adventure,510
Birds of Bhutan and the Eastern Himalayas (Helm Field Guides),Carol Inskipp,Paperback,7 Feb 2019,5,5,Travel (Books),Action & Adventure,516
Indigo: Egyptian Mummies to Blue Jeans,Jenny Balfour-Paul,Paperback,5 Sep 2011,5,1,Art History,"Arts, Film & Photography",1732
The Heat and Dust Project: The Broke Couple's Guide to Bharat,"Saurav Jha, Devapriya Roy",Paperback,24 May 2015,3.9,50,Action & Adventure (Books),Romance,200
Rise Of The Superman,Steven Kotler,Paperback,3 Nov 2015,4,4,Biology Books,Sports,849
Ganga: The Constant Goddess,Anuja Chandramouli,Paperback,20 Nov 2018,4.5,33,"Myths, Legends & Sagas (Books)","Language, Linguistics & Writing",183
Darker: Fifty Shades Darker as Told by Christian (Fifty Shades of Grey Series),E L James,Paperback,"Import, 28 Nov 2017",4.5,49,Romance (Books),Romance,320
A Farewell To Arms,Ernest Hemingway,Paperback,18 Aug 1994,3.9,25,Action & Adventure (Books),Action & Adventure,243
Hello World,Hannah Fry,Paperback,27 Sep 2018,5,1,Algorithms,"Computing, Internet & Digital Media",470
The New York Trilogy: Faber Modern Classics,Paul Auster,Paperback,4 Jun 2015,3.7,3,Contemporary Fiction (Books),"Crime, Thriller & Mystery",427
An Examined Life: Essays and Reflections by Karan Singh,Karan Singh,Hardcover,"Import, 30 May 2019",3,2,Politics (Books),Politics,400
Moby-Dick (Penguin Classics Deluxe editions),Herman Melville,Paperback,"Deckle Edge, 27 Oct 2009",3.9,76,Classic Fiction (Books),Humour,99
Acoustic Guitar Playing: Grade 2 (Rgt Guitar Lessons),"Tony Skinner, Laurence Harwood",Paperback,1 Mar 2008,4.6,3,Music Books,"Arts, Film & Photography",1337
AWS Certified Solutions Architect Official Study Guide (India reprint edition): Associate Exam,Joe Baron,Paperback,2016,4.1,171,"Arts, Film & Photography (Books)","Arts, Film & Photography",795
Microprocessors and Interfacing (Oxford Higher Education),"M. Saravanan N. Senthil Kumar, S. Jeevananthan, S.K.Shah",Paperback,23 May 2012,5,1,Computer Science Books,"Computing, Internet & Digital Media",442
Tom Smith's Cricket Umpiring And Scoring: Laws of Cricket (2000 Code 4th Edition 2010),Tom Smith,Paperback,25 Aug 2011,5,3,Cricket (Books),Sports,999
Adulthood Is a Myth: A Sarah's Scribbles Collection,Sarah Andersen,Paperback,8 Mar 2016,4.6,70,Humour (Books),Comics & Mangas,690
"The Flavours of Nationalism: Recipes for Love, Hate and Friendship",Nandita Haksar,Paperback,10 Jun 2018,3.6,4,Biographies & Autobiographies (Books),Politics,263
Odysseus: The Oath: Book One (Odysseus 1),Valerio Massimo Manfredi,Paperback,3 Jul 2014,4,1,Action & Adventure (Books),Action & Adventure,180
The Tycoon's Outrageous Proposal (M&B AUGUST 2017),Miranda Lee,Paperback,31 Aug 2017,3,2,Romance (Books),Romance,135
"Nature, Garden and Forest: Colouring Books for Adults with Tear Out Sheets (Adult Colouring Book)",Wonder House Books,Paperback,25 Apr 2018,4.7,52,"Children's Painting, Arts & Music (Books)","Arts, Film & Photography",169
The Art of R Programming – A Tour of Statistical Software Design,Norman Matloff,Paperback,5 Oct 2011,4.1,9,Software & Business Applications (Books),"Computing, Internet & Digital Media",1330.44
Absolutely Nasty (R) Sudoku Level 1 (Mensa),Frank Longo,Spiral-bound,1 Mar 2007,5,1,Games & Quizzes (Books),Humour,469
Inception: The Shooting Script,Christopher Nolan,Paperback,17 Aug 2010,5,3,Theatre & Spectacles (Books),Humour,898
Head First Design Patterns: A Brain-Friendly Guide - 10th Anniversary Edition (Covers Java 8),Eric Freeman,Paperback,2016,4.4,102,Introductory & Beginning Programming,"Computing, Internet & Digital Media",900
I Am A Troll: Inside the Secret World of the BJP’s Digital Army,Swati Chaturvedi,Paperback,26 Dec 2016,3.4,545,Biographies & Autobiographies (Books),"Biographies, Diaries & True Accounts",225
Andy Murray: Seventy-Seven: My Road to Wimbledon Glory,Andy Murray,Hardcover,27 Nov 2013,4.6,2,Biographies & Autobiographies (Books),Sports,580
Beginner's Guide to Digital Painting: Characters,"3DTotal Team, Derek Stenning, Charlie Bowater",Paperback,1 Feb 2015,5,2,Graphics & Visualization,"Computing, Internet & Digital Media",2305
Why Men Can Only do One Thing at a Time and Women Never Stop Talking,Allan Pease,Hardcover,1 Oct 2004,4.4,12,Gender Studies,Humour,195
Waste of a Nation – Garbage and Growth in India,Assa Doron,Hardcover,26 Mar 2018,5,3,Waste Management,Politics,1827
Then Came You (Avon Historical Romance),Lisa Kleypas,Mass Market Paperback,30 Oct 2015,4,1,Romance (Books),Romance,329
Website Development Using HTML and CSS - A Practical Step-By-Step Guide to Develop E-Commerce Store,"Navneet Mehra, Bunny Mehra",Paperback,2012,3.4,8,"Computing, Internet & Digital Media (Books)","Computing, Internet & Digital Media",225
Head On - Ian Botham: The Autobiography,Sir Ian Botham,Paperback,5 Jun 2008,5,2,Biographies & Autobiographies (Books),Sports,360
The Murder of Roger Ackroyd (Poirot),Agatha Christie,Paperback,5 Oct 2017,4.6,494,"Crime, Thriller & Mystery (Books)","Crime, Thriller & Mystery",167
The Death Relic (Jonathon Payne & David Jones),Chris Kuzneski,Paperback,29 Sep 2011,3.2,3,Action & Adventure (Books),Action & Adventure,110
My Sister's Keeper,Jodi Picoult,Paperback,15 Aug 2013,4.1,37,Contemporary Fiction (Books),"Crime, Thriller & Mystery",342
Kitchen Confidential: Insider's Edition,Anthony Bourdain,Paperback,2013,4.5,20,Biographies & Autobiographies (Books),"Biographies, Diaries & True Accounts",409
CDS 10 Years Topic-wise Solved Papers 2007-2016 (with free GK E-books),Disha Experts,Paperback,2016,3.7,48,Study Guides,Sports,439
Destiny's Flowers,Kajoli Khanna,Paperback,20 May 2019,4.6,9,Romance (Books),Romance,300
The Break,Marian Keyes,Paperback,"Import, 22 Jan 2019",2.5,2,Contemporary Fiction (Books),Humour,204
Bhagwaan Ke Pakwaan: Food of the Gods,Devang Singh,Paperback,4 Feb 2019,4,7,Food & Lodging,"Biographies, Diaries & True Accounts",358
The Final Cut (House of Cards Trilogy),Michael Dobbs,Paperback,30 Jun 2015,1,1,Action & Adventure (Books),Action & Adventure,272
Life Without Limits: Inspiration for a Ridiculously Good Life,Nick Vujicic,Paperback,5 Jun 2012,4.5,100,Biographies & Autobiographies (Books),"Biographies, Diaries & True Accounts",294
Batman by Scott Snyder & Greg Capullo Box Set,Scott Snyder,Paperback,13 Sep 2016,5,3,"Fantasy, Science Fiction & Horror (Books)",Comics & Mangas,2141
The Nature of the Judicial Process,Benjamin N Cardozo,Paperback,19 May 2011,3.4,2,Biographies & Autobiographies (Books),Politics,389
"Total Immersion: The Revolutionary Way To Swim Better, Faster, and Easier",Terry Laughlin,Paperback,18 May 2004,4.4,5,Sports Training & Coaching (Books),Sports,1158
Handwriting Made Easy Ages 7-11 Key Stage 2 Confident Writing (Made Easy Workbooks),Carol Vorderman,Paperback,1 Jul 2015,4.2,6,Children's Language Learning (Books),"Crime, Thriller & Mystery",304
Beneath Another Sky: A Global Journey Into History,Norman Davies,Hardcover,30 Jan 2018,5,1,History of Slavery & Emancipation,Politics,799
"ME, MIA, MULTIPLE",Debashish Irengbam,Paperback,2 Jul 2015,4.2,19,Romance (Books),Romance,200
The Fallen (Amos Decker series),David Baldacci,Paperback,19 Apr 2018,4.2,20,Contemporary Fiction (Books),"Crime, Thriller & Mystery",360
Justice League - Vol. 6: Injustice League (The New 52),Geoff Johns,Paperback,15 Mar 2016,3.8,4,Comics,Comics & Mangas,878
54 Reasons Why Parents Suck And Phew!,"Dr Swati Lodha, Swaraa Lodha",Paperback,20 Jul 2018,4.5,42,Family & Relationships (Books),"Language, Linguistics & Writing",177
The Lost Man,Jane Harper,Paperback,7 Feb 2019,4,1,Contemporary Fiction (Books),"Crime, Thriller & Mystery",699
India 2020: A Vision for the New Millennium,A.P.J. Abdul Kalam,Paperback,13 Aug 2014,4.4,84,"Biographies, Diaries & True Accounts (Books)","Biographies, Diaries & True Accounts",279
"Pokémon X•Y, Vol. 1 (Pokemon)",Hidenori Kusaka,Paperback,2 Dec 2014,4.1,5,Mangas,Comics & Mangas,184.5
Advice and Dissent: My Life in Public Service,Y.V. Reddy,Hardcover,4 Jul 2017,4.6,31,Economic Policy & Development,Politics,496
The Desert Spear: The Demon Cycle Book 2,Peter V. Brett,Paperback,20 Jun 2014,4.5,2,Action & Adventure (Books),Action & Adventure,498.9
Oxford Thesaurus of English,Oxford Dictionaries,Hardcover,6 Jan 2010,4.6,12,Dictionaries,"Language, Linguistics & Writing",1319
The Adventures of Sherlock Holmes (Collins Classics),Sir Arthur Conan Doyle,Paperback,1 Apr 2010,3.9,4,Action & Adventure (Books),Action & Adventure,169
Bird by Bird: Some Instructions on Writing and Life,Anne Lamott,Paperback,1 Sep 1995,3.9,26,Speech,"Language, Linguistics & Writing",682.15
Lost Continent & Neither Here Nor There Omnibus,Bill Bryson,Hardcover,9 Nov 1992,4.7,4,Humour (Books),Humour,705
Private Peaceful,Michael Morpurgo,Paperback,"Import, 2 Jun 2016",5,3,Children's Historical Fiction (Books),Action & Adventure,307
A Field Guide to Insects & Spiders of Kanha Tiger Reserve,Aniruddha Dhamorikar,Paperback,5 Apr 2016,3.9,7,Encyclopaedias & Reference Works (Books),"Arts, Film & Photography",799
How to Stop Time: The Illustrated Edition,Matt Haig,Hardcover,"Import, 2 Nov 2017",3.5,5,Action & Adventure (Books),Action & Adventure,550
Modern Classics My Autobiography (Penguin Modern Classics),Charles Chaplin,Paperback,25 Feb 2003,4,44,Biographies & Autobiographies (Books),"Biographies, Diaries & True Accounts",552.21
Dipa Karmakar: The Small Wonder (India's First Ever Female Gymnast to Compete in the Olympics),"Bishweshwar Nandi, Digvijay Singh Deo, Vimal Mohan",Hardcover,15 Dec 2018,4.8,13,True Accounts (Books),Sports,349
The Complete James Bond: Dr No - The Classic Comic Strip Collection 1958-60,Ian Fleming,Hardcover,8 Nov 2016,3.4,2,"Crime, Thriller & Mystery (Books)","Crime, Thriller & Mystery",1839
Official IELTS Practice Materials 2 with DVD,Cambridge ESOL,Paperback,1 Jul 2010,2.2,6,Dictionaries,"Language, Linguistics & Writing",1132
Reckless,Sidney Sheldon,Paperback,17 Nov 2015,3.7,113,Action & Adventure (Books),"Crime, Thriller & Mystery",199
Batman: Knightfall Vol. 2: Knightquest,Various,Paperback,29 May 2012,4.7,8,"Fantasy, Science Fiction & Horror (Books)",Comics & Mangas,1439
Hands-On High Performance with Spring 5: Techniques for scaling and optimizing Spring and Spring Boot applications,Chintan Mehta,Paperback,"Import, 12 Jun 2018",5,1,Programming Languages (Books),"Computing, Internet & Digital Media",909
Karmyoddha,Surender Mohan Pathak,Paperback,23 Mar 2017,3.1,2,"Crime, Thriller & Mystery (Books)","Crime, Thriller & Mystery",150
How an Economy Grows and Why It Crashes,Peter D. Schiff,Hardcover,18 May 2010,4.4,2,Theory,Comics & Mangas,1292
Satya Kahun Toh (If Truth Be Told),Om Swami,Paperback,1 Aug 2015,4.7,111,Society & Social Sciences (Books),"Biographies, Diaries & True Accounts",250
Identity Designed: The Definitive Guide to Visual Branding,David Airey,Hardcover,22 Jan 2019,5,1,Design,"Arts, Film & Photography",979
Obsessed,Ruchi Kokcha,Paperback,"Import, 15 May 2018",3.7,39,"Crime, Thriller & Mystery (Books)","Crime, Thriller & Mystery",127
Java Performance: The Definitive Guide,Scott Oaks,Paperback,2014,4.8,5,Engineering & Technology (Books),"Computing, Internet & Digital Media",360
Breakheart Pass,Alistair MacLean,Paperback,20 Jan 2015,4.5,7,Action & Adventure (Books),Action & Adventure,698.86
The Secret Crown (Jonathon Payne & David Jones),Chris Kuzneski,Paperback,30 Sep 2010,4.6,3,Action & Adventure (Books),Action & Adventure,249
The Nowhere Man (An Orphan X Thriller),Gregg Hurwitz,Paperback,"Import, 1 Jun 2017",4.5,4,Action & Adventure (Books),Action & Adventure,295
Kitchen,Banana Yoshimoto,Paperback,"Import, 1 Mar 2018",5,1,Contemporary Fiction (Books),"Crime, Thriller & Mystery",428
Heat Wave (Nikki Heat),Richard Castle,Paperback,18 Nov 2018,4.4,3,"Crime, Thriller & Mystery (Books)","Crime, Thriller & Mystery",319
The Writer's Journey: Mythic Structure for Writers,Christopher Vogler,Paperback,20 Nov 2007,5,2,Writing Guides (Books),"Arts, Film & Photography",1450
